dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,data_type
2011-02-26,1,0,2,0,6,0,Mist / Cloudy,0.24,0.2879,0.6,0.0,57,hour
2011-02-26,1,0,2,0,6,0,Mist / Cloudy,0.26,0.2576,0.56,0.1642,74,hour
2011-02-26,1,0,2,0,6,0,Mist / Cloudy,0.3,0.303,0.49,0.1343,85,hour
2011-02-26,1,0,2,0,6,0,Clear / Partly Cloudy,0.3,0.3333,0.45,0.0,126,hour
2011-02-26,1,0,2,0,6,0,Mist / Cloudy,0.32,0.3182,0.45,0.1642,160,hour
2011-02-26,1,0,2,0,6,0,Mist / Cloudy,0.34,0.3182,0.42,0.2537,174,hour
2011-02-26,1,0,2,0,6,0,Mist / Cloudy,0.34,0.303,0.36,0.3284,211,hour
2011-02-26,1,0,2,0,6,0,Mist / Cloudy,0.36,0.3333,0.4,0.2836,165,hour
2011-02-26,1,0,2,0,6,0,Clear / Partly Cloudy,0.36,0.3333,0.46,0.2836,171,hour
2011-02-26,1,0,2,0,6,0,Clear / Partly Cloudy,0.36,0.3485,0.43,0.2239,183,hour
2011-02-26,1,0,2,0,6,0,Clear / Partly Cloudy,0.34,0.3333,0.46,0.194,137,hour
2011-02-26,1,0,2,0,6,0,Clear / Partly Cloudy,0.32,0.303,0.49,0.2537,94,hour
2011-02-26,1,0,2,0,6,0,Clear / Partly Cloudy,0.3,0.303,0.56,0.1642,68,hour
2011-02-26,1,0,2,0,6,0,Clear / Partly Cloudy,0.28,0.2727,0.65,0.2537,68,hour
2011-02-26,1,0,2,0,6,0,Clear / Partly Cloudy,0.28,0.2727,0.75,0.2239,46,hour
2011-02-26,1,0,2,0,6,0,Clear / Partly Cloudy,0.28,0.2576,0.75,0.2836,34,hour
2011-02-27,1,0,2,0,0,0,Clear / Partly Cloudy,0.26,0.2424,0.87,0.2836,34,hour
2011-02-27,1,0,2,0,0,0,Clear / Partly Cloudy,0.26,0.2576,0.87,0.194,37,hour
2011-02-27,1,0,2,0,0,0,Clear / Partly Cloudy,0.26,0.2727,0.87,0.1343,22,hour
2011-02-27,1,0,2,0,0,0,Clear / Partly Cloudy,0.26,0.2879,0.87,0.0896,11,hour
2011-02-27,1,0,2,0,0,0,Clear / Partly Cloudy,0.24,0.2424,0.87,0.1343,2,hour
2011-02-27,1,0,2,0,0,0,Clear / Partly Cloudy,0.24,0.2879,0.87,0.0,3,hour
2011-02-27,1,0,2,0,0,0,Clear / Partly Cloudy,0.24,0.2424,0.87,0.1343,14,hour
2011-02-27,1,0,2,0,0,0,Clear / Partly Cloudy,0.26,0.303,0.87,0.0,35,hour
2011-02-27,1,0,2,0,0,0,Clear / Partly Cloudy,0.28,0.303,0.87,0.0896,59,hour
2011-02-27,1,0,2,0,0,0,Clear / Partly Cloudy,0.3,0.303,0.81,0.1642,103,hour
2011-02-27,1,0,2,0,0,0,Clear / Partly Cloudy,0.36,0.3485,0.62,0.1343,125,hour
2011-02-27,1,0,2,0,0,0,Clear / Partly Cloudy,0.4,0.4091,0.54,0.0896,193,hour
2011-02-27,1,0,2,0,0,0,Clear / Partly Cloudy,0.42,0.4242,0.47,0.0,259,hour
2011-02-27,1,0,2,0,0,0,Clear / Partly Cloudy,0.44,0.4394,0.47,0.0896,282,hour
2011-02-27,1,0,2,0,0,0,Clear / Partly Cloudy,0.46,0.4545,0.44,0.1343,261,hour
2011-02-27,1,0,2,0,0,0,Clear / Partly Cloudy,0.48,0.4697,0.44,0.1642,268,hour
2011-02-27,1,0,2,0,0,0,Clear / Partly Cloudy,0.42,0.4242,0.54,0.194,187,hour
2011-02-27,1,0,2,0,0,0,Clear / Partly Cloudy,0.4,0.4091,0.54,0.194,127,hour
2011-02-27,1,0,2,0,0,0,Clear / Partly Cloudy,0.4,0.4091,0.54,0.1343,102,hour
2011-02-27,1,0,2,0,0,0,Clear / Partly Cloudy,0.4,0.4091,0.54,0.0896,81,hour
2011-02-27,1,0,2,0,0,0,Clear / Partly Cloudy,0.38,0.3939,0.62,0.1642,69,hour
2011-02-27,1,0,2,0,0,0,Mist / Cloudy,0.38,0.3939,0.62,0.1045,69,hour
2011-02-27,1,0,2,0,0,0,Mist / Cloudy,0.36,0.3485,0.62,0.1642,59,hour
2011-02-28,1,0,2,0,1,1,Mist / Cloudy,0.36,0.3636,0.66,0.1045,30,hour
2011-02-28,1,0,2,0,1,1,Light Rain / Snow,0.34,0.303,0.87,0.3582,8,hour
2011-02-28,1,0,2,0,1,1,Light Rain / Snow,0.32,0.3182,0.93,0.1642,1,hour
2011-02-28,1,0,2,0,1,1,Mist / Cloudy,0.34,0.3636,0.93,0.0,5,hour
2011-02-28,1,0,2,0,1,1,Mist / Cloudy,0.34,0.3485,0.96,0.1045,28,hour
2011-02-28,1,0,2,0,1,1,Mist / Cloudy,0.36,0.3636,0.93,0.1045,92,hour
2011-02-28,1,0,2,0,1,1,Mist / Cloudy,0.34,0.303,0.93,0.2985,255,hour
2011-02-28,1,0,2,0,1,1,Clear / Partly Cloudy,0.42,0.4242,0.82,0.2836,142,hour
2011-02-28,1,0,2,0,1,1,Mist / Cloudy,0.52,0.5,0.72,0.4925,92,hour
2011-02-28,1,0,2,0,1,1,Mist / Cloudy,0.56,0.5303,0.64,0.2985,87,hour
2011-02-28,1,0,2,0,1,1,Mist / Cloudy,0.56,0.5303,0.64,0.2985,36,hour
2011-02-28,1,0,2,0,1,1,Light Rain / Snow,0.46,0.4545,0.94,0.2239,32,hour
2011-02-28,1,0,2,0,1,1,Light Rain / Snow,0.42,0.4242,1.0,0.2985,25,hour
2011-02-28,1,0,2,0,1,1,Light Rain / Snow,0.42,0.4242,1.0,0.2985,35,hour
2011-02-28,1,0,2,0,1,1,Light Rain / Snow,0.42,0.4242,1.0,0.1343,42,hour
2011-02-28,1,0,2,0,1,1,Light Rain / Snow,0.4,0.4091,1.0,0.2985,79,hour
2011-02-28,1,0,2,0,1,1,Light Rain / Snow,0.46,0.4545,0.94,0.194,131,hour
2011-02-28,1,0,2,0,1,1,Light Rain / Snow,0.44,0.4394,0.88,0.6119,80,hour
2011-02-28,1,0,2,0,1,1,Light Rain / Snow,0.44,0.4394,0.88,0.6119,45,hour
2011-02-28,1,0,2,0,1,1,Mist / Cloudy,0.38,0.3939,0.87,0.3881,80,hour
2011-02-28,1,0,2,0,1,1,Light Rain / Snow,0.34,0.303,0.93,0.4179,76,hour
2011-02-28,1,0,2,0,1,1,Mist / Cloudy,0.32,0.2879,0.81,0.3881,45,hour
2011-03-01,1,0,3,0,2,1,Clear / Partly Cloudy,0.3,0.2727,0.7,0.4627,7,hour
2011-03-01,1,0,3,0,2,1,Clear / Partly Cloudy,0.26,0.2273,0.7,0.3582,3,hour
2011-03-01,1,0,3,0,2,1,Clear / Partly Cloudy,0.24,0.2121,0.65,0.3881,4,hour
2011-03-01,1,0,3,0,2,1,Clear / Partly Cloudy,0.22,0.2121,0.69,0.2836,2,hour
2011-03-01,1,0,3,0,2,1,Clear / Partly Cloudy,0.22,0.2121,0.69,0.2537,1,hour
2011-03-01,1,0,3,0,2,1,Clear / Partly Cloudy,0.2,0.1818,0.64,0.2836,2,hour
2011-03-01,1,0,3,0,2,1,Clear / Partly Cloudy,0.2,0.1818,0.59,0.2985,46,hour
2011-03-01,1,0,3,0,2,1,Clear / Partly Cloudy,0.2,0.1818,0.59,0.3284,107,hour
2011-03-01,1,0,3,0,2,1,Clear / Partly Cloudy,0.2,0.1818,0.59,0.3881,214,hour
2011-03-01,1,0,3,0,2,1,Clear / Partly Cloudy,0.22,0.197,0.55,0.4179,124,hour
2011-03-01,1,0,3,0,2,1,Clear / Partly Cloudy,0.24,0.2121,0.52,0.2836,68,hour
2011-03-01,1,0,3,0,2,1,Clear / Partly Cloudy,0.28,0.2727,0.45,0.2537,56,hour
2011-03-01,1,0,3,0,2,1,Clear / Partly Cloudy,0.3,0.303,0.39,0.1343,86,hour
2011-03-01,1,0,3,0,2,1,Clear / Partly Cloudy,0.32,0.3485,0.39,0.0,78,hour
2011-03-01,1,0,3,0,2,1,Clear / Partly Cloudy,0.32,0.3333,0.36,0.1343,79,hour
2011-03-01,1,0,3,0,2,1,Clear / Partly Cloudy,0.34,0.3636,0.34,0.0,64,hour
2011-03-01,1,0,3,0,2,1,Clear / Partly Cloudy,0.34,0.3485,0.34,0.0896,102,hour
2011-03-01,1,0,3,0,2,1,Clear / Partly Cloudy,0.34,0.3485,0.34,0.0896,242,hour
2011-03-01,1,0,3,0,2,1,Clear / Partly Cloudy,0.32,0.3182,0.39,0.194,224,hour
2011-03-01,1,0,3,0,2,1,Clear / Partly Cloudy,0.3,0.303,0.49,0.1343,119,hour
2011-03-01,1,0,3,0,2,1,Clear / Partly Cloudy,0.3,0.3182,0.61,0.0896,88,hour
2011-03-01,1,0,3,0,2,1,Clear / Partly Cloudy,0.26,0.303,0.56,0.0,63,hour
2011-03-01,1,0,3,0,2,1,Clear / Partly Cloudy,0.24,0.2727,0.62,0.1045,47,hour
2011-03-01,1,0,3,0,2,1,Clear / Partly Cloudy,0.24,0.2273,0.65,0.2239,25,hour
2011-03-02,1,0,3,0,3,1,Clear / Partly Cloudy,0.22,0.2273,0.69,0.1642,8,hour
2011-03-02,1,0,3,0,3,1,Clear / Partly Cloudy,0.22,0.2273,0.69,0.194,4,hour
2011-03-02,1,0,3,0,3,1,Clear / Partly Cloudy,0.22,0.2273,0.69,0.194,2,hour
2011-03-02,1,0,3,0,3,1,Clear / Partly Cloudy,0.22,0.2121,0.69,0.2836,4,hour
2011-03-02,1,0,3,0,3,1,Clear / Partly Cloudy,0.2,0.2121,0.75,0.1343,1,hour
2011-03-02,1,0,3,0,3,1,Clear / Partly Cloudy,0.22,0.2121,0.69,0.2239,5,hour
2011-03-02,1,0,3,0,3,1,Clear / Partly Cloudy,0.22,0.2121,0.55,0.2537,40,hour
2011-03-02,1,0,3,0,3,1,Clear / Partly Cloudy,0.22,0.2121,0.64,0.2537,110,hour
2011-03-02,1,0,3,0,3,1,Clear / Partly Cloudy,0.24,0.2121,0.65,0.2836,256,hour
2011-03-02,1,0,3,0,3,1,Clear / Partly Cloudy,0.28,0.2576,0.56,0.2985,148,hour
2011-03-02,1,0,3,0,3,1,Clear / Partly Cloudy,0.32,0.303,0.49,0.2836,76,hour
2011-03-02,1,0,3,0,3,1,Clear / Partly Cloudy,0.34,0.303,0.53,0.3284,73,hour
2011-03-02,1,0,3,0,3,1,Clear / Partly Cloudy,0.4,0.4091,0.43,0.194,82,hour
2011-03-02,1,0,3,0,3,1,Clear / Partly Cloudy,0.5,0.4848,0.25,0.0,125,hour
2011-03-02,1,0,3,0,3,1,Clear / Partly Cloudy,0.52,0.5,0.23,0.2985,96,hour
2011-03-02,1,0,3,0,3,1,Clear / Partly Cloudy,0.54,0.5152,0.19,0.4179,110,hour
2011-03-02,1,0,3,0,3,1,Clear / Partly Cloudy,0.54,0.5152,0.19,0.3284,139,hour
2011-03-02,1,0,3,0,3,1,Clear / Partly Cloudy,0.5,0.4848,0.23,0.2836,268,hour
2011-03-02,1,0,3,0,3,1,Clear / Partly Cloudy,0.46,0.4545,0.23,0.4925,201,hour
2011-03-02,1,0,3,0,3,1,Clear / Partly Cloudy,0.4,0.4091,0.28,0.5224,150,hour
2011-03-02,1,0,3,0,3,1,Clear / Partly Cloudy,0.36,0.3333,0.29,0.4179,95,hour
2011-03-02,1,0,3,0,3,1,Clear / Partly Cloudy,0.34,0.2879,0.29,0.4627,71,hour
2011-03-02,1,0,3,0,3,1,Clear / Partly Cloudy,0.3,0.2576,0.26,0.5522,48,hour
2011-03-02,1,0,3,0,3,1,Clear / Partly Cloudy,0.26,0.2121,0.3,0.5224,22,hour
2011-03-03,1,0,3,0,4,1,Clear / Partly Cloudy,0.24,0.197,0.3,0.4627,13,hour
2011-03-03,1,0,3,0,4,1,Clear / Partly Cloudy,0.24,0.197,0.3,0.4627,1,hour
2011-03-03,1,0,3,0,4,1,Clear / Partly Cloudy,0.2,0.1667,0.27,0.4627,3,hour
2011-03-03,1,0,3,0,4,1,Clear / Partly Cloudy,0.2,0.1667,0.27,0.4627,1,hour
2011-03-03,1,0,3,0,4,1,Clear / Partly Cloudy,0.16,0.1212,0.31,0.4925,1,hour
2011-03-03,1,0,3,0,4,1,Clear / Partly Cloudy,0.14,0.1212,0.33,0.2985,8,hour
2011-03-03,1,0,3,0,4,1,Clear / Partly Cloudy,0.14,0.1212,0.33,0.2985,35,hour
2011-03-03,1,0,3,0,4,1,Clear / Partly Cloudy,0.12,0.0909,0.42,0.4179,111,hour
2011-03-03,1,0,3,0,4,1,Clear / Partly Cloudy,0.14,0.1212,0.39,0.2985,220,hour
2011-03-03,1,0,3,0,4,1,Clear / Partly Cloudy,0.16,0.1364,0.37,0.2836,145,hour
2011-03-03,1,0,3,0,4,1,Clear / Partly Cloudy,0.18,0.1818,0.29,0.194,56,hour
2011-03-03,1,0,3,0,4,1,Clear / Partly Cloudy,0.2,0.2273,0.29,0.0896,50,hour
2011-03-03,1,0,3,0,4,1,Clear / Partly Cloudy,0.22,0.2273,0.25,0.1343,72,hour
2011-03-03,1,0,3,0,4,1,Clear / Partly Cloudy,0.22,0.2576,0.25,0.0896,80,hour
2011-03-03,1,0,3,0,4,1,Clear / Partly Cloudy,0.24,0.2576,0.21,0.1045,78,hour
2011-03-03,1,0,3,0,4,1,Clear / Partly Cloudy,0.24,0.2879,0.23,0.0,68,hour
2011-03-03,1,0,3,0,4,1,Clear / Partly Cloudy,0.26,0.303,0.23,0.0,71,hour
2011-03-03,1,0,3,0,4,1,Clear / Partly Cloudy,0.26,0.303,0.22,0.0,202,hour
2011-03-03,1,0,3,0,4,1,Clear / Partly Cloudy,0.24,0.2121,0.35,0.3284,167,hour
2011-03-03,1,0,3,0,4,1,Clear / Partly Cloudy,0.2,0.197,0.4,0.2537,106,hour
2011-03-03,1,0,3,0,4,1,Clear / Partly Cloudy,0.2,0.2273,0.4,0.0896,70,hour
2011-03-03,1,0,3,0,4,1,Clear / Partly Cloudy,0.18,0.2121,0.4,0.1045,51,hour
2011-03-03,1,0,3,0,4,1,Clear / Partly Cloudy,0.2,0.2576,0.4,0.0,53,hour
2011-03-03,1,0,3,0,4,1,Mist / Cloudy,0.18,0.2121,0.43,0.0896,23,hour
2011-03-04,1,0,3,0,5,1,Mist / Cloudy,0.2,0.197,0.55,0.194,12,hour
2011-03-04,1,0,3,0,5,1,Mist / Cloudy,0.18,0.1818,0.64,0.194,4,hour
2011-03-04,1,0,3,0,5,1,Mist / Cloudy,0.18,0.1818,0.64,0.194,2,hour
2011-03-04,1,0,3,0,5,1,Mist / Cloudy,0.18,0.1667,0.74,0.2537,1,hour
2011-03-04,1,0,3,0,5,1,Mist / Cloudy,0.18,0.1818,0.74,0.194,1,hour
2011-03-04,1,0,3,0,5,1,Mist / Cloudy,0.16,0.1818,0.74,0.1343,7,hour
2011-03-04,1,0,3,0,5,1,Mist / Cloudy,0.16,0.197,0.74,0.0896,29,hour
2011-03-04,1,0,3,0,5,1,Clear / Partly Cloudy,0.16,0.1818,0.8,0.1343,83,hour
2011-03-04,1,0,3,0,5,1,Clear / Partly Cloudy,0.18,0.197,0.74,0.1343,228,hour
2011-03-04,1,0,3,0,5,1,Clear / Partly Cloudy,0.22,0.2273,0.6,0.1343,150,hour
2011-03-04,1,0,3,0,5,1,Clear / Partly Cloudy,0.24,0.2273,0.6,0.2537,66,hour
2011-03-04,1,0,3,0,5,1,Clear / Partly Cloudy,0.28,0.2727,0.52,0.2239,89,hour
2011-03-04,1,0,3,0,5,1,Clear / Partly Cloudy,0.32,0.303,0.43,0.1642,97,hour
2011-03-04,1,0,3,0,5,1,Clear / Partly Cloudy,0.34,0.3182,0.42,0.2239,87,hour
2011-03-04,1,0,3,0,5,1,Clear / Partly Cloudy,0.36,0.3333,0.4,0.2836,95,hour
2011-03-04,1,0,3,0,5,1,Clear / Partly Cloudy,0.36,0.3333,0.4,0.2985,106,hour
2011-03-04,1,0,3,0,5,1,Clear / Partly Cloudy,0.36,0.3485,0.46,0.194,118,hour
2011-03-04,1,0,3,0,5,1,Mist / Cloudy,0.36,0.3333,0.5,0.2537,228,hour
2011-03-04,1,0,3,0,5,1,Mist / Cloudy,0.34,0.303,0.53,0.2985,187,hour
2011-03-04,1,0,3,0,5,1,Clear / Partly Cloudy,0.32,0.303,0.61,0.2537,107,hour
2011-03-04,1,0,3,0,5,1,Mist / Cloudy,0.3,0.2879,0.7,0.194,87,hour
2011-03-04,1,0,3,0,5,1,Mist / Cloudy,0.3,0.2879,0.7,0.2239,70,hour
2011-03-04,1,0,3,0,5,1,Clear / Partly Cloudy,0.3,0.2879,0.7,0.194,44,hour
2011-03-04,1,0,3,0,5,1,Mist / Cloudy,0.3,0.303,0.75,0.1642,46,hour
2011-03-05,1,0,3,0,6,0,Mist / Cloudy,0.28,0.2879,0.81,0.1045,19,hour
2011-03-05,1,0,3,0,6,0,Mist / Cloudy,0.3,0.3182,0.81,0.1045,25,hour
2011-03-05,1,0,3,0,6,0,Mist / Cloudy,0.3,0.2879,0.87,0.194,20,hour
2011-03-05,1,0,3,0,6,0,Mist / Cloudy,0.3,0.2879,0.87,0.194,2,hour
2011-03-05,1,0,3,0,6,0,Mist / Cloudy,0.3,0.303,0.93,0.1642,1,hour
2011-03-05,1,0,3,0,6,0,Mist / Cloudy,0.3,0.303,1.0,0.1343,3,hour
2011-03-05,1,0,3,0,6,0,Mist / Cloudy,0.3,0.2879,1.0,0.2239,4,hour
2011-03-05,1,0,3,0,6,0,Mist / Cloudy,0.3,0.2727,1.0,0.2985,15,hour
2011-03-05,1,0,3,0,6,0,Mist / Cloudy,0.3,0.2727,1.0,0.2985,45,hour
2011-03-05,1,0,3,0,6,0,Mist / Cloudy,0.32,0.303,0.93,0.2239,63,hour
2011-03-05,1,0,3,0,6,0,Mist / Cloudy,0.34,0.3333,0.93,0.194,103,hour
2011-03-05,1,0,3,0,6,0,Mist / Cloudy,0.4,0.4091,0.76,0.2239,159,hour
2011-03-05,1,0,3,0,6,0,Mist / Cloudy,0.44,0.4394,0.67,0.2537,167,hour
2011-03-05,1,0,3,0,6,0,Mist / Cloudy,0.46,0.4545,0.67,0.2836,190,hour
2011-03-05,1,0,3,0,6,0,Mist / Cloudy,0.48,0.4697,0.59,0.2836,198,hour
2011-03-05,1,0,3,0,6,0,Mist / Cloudy,0.46,0.4545,0.63,0.2985,205,hour
2011-03-05,1,0,3,0,6,0,Mist / Cloudy,0.48,0.4697,0.59,0.2985,204,hour
2011-03-05,1,0,3,0,6,0,Mist / Cloudy,0.48,0.4697,0.59,0.3582,164,hour
2011-03-05,1,0,3,0,6,0,Mist / Cloudy,0.48,0.4697,0.59,0.3284,152,hour
2011-03-05,1,0,3,0,6,0,Mist / Cloudy,0.46,0.4545,0.67,0.3284,89,hour
2011-03-05,1,0,3,0,6,0,Mist / Cloudy,0.44,0.4394,0.77,0.3284,70,hour
2011-03-05,1,0,3,0,6,0,Mist / Cloudy,0.44,0.4394,0.72,0.3284,72,hour
2011-03-05,1,0,3,0,6,0,Mist / Cloudy,0.42,0.4242,0.77,0.2985,63,hour
2011-03-05,1,0,3,0,6,0,Mist / Cloudy,0.44,0.4394,0.77,0.2985,44,hour
2011-03-06,1,0,3,0,0,0,Mist / Cloudy,0.42,0.4242,0.77,0.3582,52,hour
2011-03-06,1,0,3,0,0,0,Mist / Cloudy,0.42,0.4242,0.77,0.2836,39,hour
2011-03-06,1,0,3,0,0,0,Mist / Cloudy,0.4,0.4091,0.82,0.2836,32,hour
2011-03-06,1,0,3,0,0,0,Mist / Cloudy,0.42,0.4242,0.82,0.2985,11,hour
2011-03-06,1,0,3,0,0,0,Mist / Cloudy,0.42,0.4242,0.88,0.3582,3,hour
2011-03-06,1,0,3,0,0,0,Mist / Cloudy,0.42,0.4242,0.94,0.3582,2,hour
2011-03-06,1,0,3,0,0,0,Light Rain / Snow,0.42,0.4242,1.0,0.4478,5,hour
2011-03-06,1,0,3,0,0,0,Mist / Cloudy,0.4,0.4091,1.0,0.2985,9,hour
2011-03-06,1,0,3,0,0,0,Mist / Cloudy,0.42,0.4242,1.0,0.2836,22,hour
2011-03-06,1,0,3,0,0,0,Mist / Cloudy,0.42,0.4242,1.0,0.2985,31,hour
2011-03-06,1,0,3,0,0,0,Mist / Cloudy,0.42,0.4242,1.0,0.2239,62,hour
2011-03-06,1,0,3,0,0,0,Mist / Cloudy,0.46,0.4545,0.94,0.3284,79,hour
2011-03-06,1,0,3,0,0,0,Mist / Cloudy,0.46,0.4545,0.94,0.3582,105,hour
2011-03-06,1,0,3,0,0,0,Light Rain / Snow,0.44,0.4394,1.0,0.2239,39,hour
2011-03-06,1,0,3,0,0,0,Light Rain / Snow,0.44,0.4394,1.0,0.2239,7,hour
2011-03-06,1,0,3,0,0,0,Light Rain / Snow,0.36,0.3333,1.0,0.2836,11,hour
2011-03-06,1,0,3,0,0,0,Light Rain / Snow,0.34,0.303,1.0,0.2985,25,hour
2011-03-06,1,0,3,0,0,0,Light Rain / Snow,0.32,0.2879,1.0,0.3582,23,hour
2011-03-06,1,0,3,0,0,0,Light Rain / Snow,0.3,0.2576,1.0,0.4925,11,hour
2011-03-06,1,0,3,0,0,0,Light Rain / Snow,0.28,0.2424,1.0,0.4179,11,hour
2011-03-06,1,0,3,0,0,0,Light Rain / Snow,0.24,0.1818,0.93,0.6119,7,hour
2011-03-06,1,0,3,0,0,0,Mist / Cloudy,0.22,0.197,1.0,0.3881,10,hour
2011-03-06,1,0,3,0,0,0,Mist / Cloudy,0.22,0.197,1.0,0.4179,9,hour
2011-03-07,1,0,3,0,1,1,Light Rain / Snow,0.2,0.1818,1.0,0.3284,4,hour
2011-03-07,1,0,3,0,1,1,Light Rain / Snow,0.2,0.1818,1.0,0.3284,2,hour
2011-03-07,1,0,3,0,1,1,Clear / Partly Cloudy,0.2,0.1515,0.8,0.5821,1,hour
2011-03-07,1,0,3,0,1,1,Clear / Partly Cloudy,0.2,0.1515,0.8,0.5224,1,hour
2011-03-07,1,0,3,0,1,1,Clear / Partly Cloudy,0.2,0.1818,0.75,0.3582,1,hour
2011-03-07,1,0,3,0,1,1,Clear / Partly Cloudy,0.2,0.1818,0.75,0.3881,34,hour
2011-03-07,1,0,3,0,1,1,Clear / Partly Cloudy,0.2,0.1667,0.75,0.4179,91,hour
2011-03-07,1,0,3,0,1,1,Clear / Partly Cloudy,0.2,0.1818,0.75,0.3881,211,hour
2011-03-07,1,0,3,0,1,1,Clear / Partly Cloudy,0.22,0.1818,0.64,0.4627,134,hour
2011-03-07,1,0,3,0,1,1,Clear / Partly Cloudy,0.24,0.2121,0.6,0.2985,58,hour
2011-03-07,1,0,3,0,1,1,Clear / Partly Cloudy,0.26,0.2121,0.48,0.4478,60,hour
2011-03-07,1,0,3,0,1,1,Clear / Partly Cloudy,0.3,0.2727,0.42,0.4179,96,hour
2011-03-07,1,0,3,0,1,1,Clear / Partly Cloudy,0.32,0.2879,0.36,0.3881,70,hour
2011-03-07,1,0,3,0,1,1,Clear / Partly Cloudy,0.32,0.2879,0.36,0.4179,77,hour
2011-03-07,1,0,3,0,1,1,Clear / Partly Cloudy,0.34,0.303,0.31,0.3881,96,hour
2011-03-07,1,0,3,0,1,1,Clear / Partly Cloudy,0.34,0.303,0.31,0.3582,122,hour
2011-03-07,1,0,3,0,1,1,Clear / Partly Cloudy,0.34,0.303,0.29,0.3582,233,hour
2011-03-07,1,0,3,0,1,1,Clear / Partly Cloudy,0.32,0.303,0.31,0.2239,233,hour
2011-03-07,1,0,3,0,1,1,Clear / Partly Cloudy,0.3,0.2879,0.33,0.2239,145,hour
2011-03-07,1,0,3,0,1,1,Clear / Partly Cloudy,0.3,0.303,0.33,0.1642,92,hour
2011-03-07,1,0,3,0,1,1,Clear / Partly Cloudy,0.28,0.2727,0.38,0.2239,54,hour
2011-03-07,1,0,3,0,1,1,Clear / Partly Cloudy,0.26,0.2576,0.48,0.1642,35,hour
2011-03-07,1,0,3,0,1,1,Clear / Partly Cloudy,0.28,0.3182,0.48,0.0,22,hour
2011-03-08,1,0,3,0,2,1,Clear / Partly Cloudy,0.26,0.2879,0.48,0.0896,10,hour
2011-03-08,1,0,3,0,2,1,Clear / Partly Cloudy,0.24,0.2424,0.52,0.1343,4,hour
2011-03-08,1,0,3,0,2,1,Clear / Partly Cloudy,0.24,0.2424,0.52,0.1343,1,hour
2011-03-08,1,0,3,0,2,1,Clear / Partly Cloudy,0.24,0.2576,0.52,0.0896,7,hour
2011-03-08,1,0,3,0,2,1,Clear / Partly Cloudy,0.22,0.2727,0.64,0.0,2,hour
2011-03-08,1,0,3,0,2,1,Clear / Partly Cloudy,0.2,0.2273,0.69,0.1045,10,hour
2011-03-08,1,0,3,0,2,1,Clear / Partly Cloudy,0.2,0.2576,0.59,0.0,45,hour
2011-03-08,1,0,3,0,2,1,Clear / Partly Cloudy,0.18,0.197,0.64,0.1343,128,hour
2011-03-08,1,0,3,0,2,1,Clear / Partly Cloudy,0.22,0.2273,0.55,0.194,257,hour
2011-03-08,1,0,3,0,2,1,Clear / Partly Cloudy,0.26,0.2576,0.41,0.1642,151,hour
2011-03-08,1,0,3,0,2,1,Mist / Cloudy,0.3,0.2879,0.33,0.194,71,hour
2011-03-08,1,0,3,0,2,1,Mist / Cloudy,0.36,0.3485,0.25,0.1642,78,hour
2011-03-08,1,0,3,0,2,1,Mist / Cloudy,0.36,0.3788,0.23,0.0,99,hour
2011-03-08,1,0,3,0,2,1,Mist / Cloudy,0.38,0.3939,0.25,0.1045,98,hour
2011-03-08,1,0,3,0,2,1,Mist / Cloudy,0.38,0.3939,0.2,0.0,72,hour
2011-03-08,1,0,3,0,2,1,Mist / Cloudy,0.36,0.3788,0.18,0.0,112,hour
2011-03-08,1,0,3,0,2,1,Clear / Partly Cloudy,0.38,0.3939,0.27,0.1642,108,hour
2011-03-08,1,0,3,0,2,1,Clear / Partly Cloudy,0.36,0.3485,0.27,0.2239,248,hour
2011-03-08,1,0,3,0,2,1,Clear / Partly Cloudy,0.34,0.3333,0.27,0.194,235,hour
2011-03-08,1,0,3,0,2,1,Clear / Partly Cloudy,0.34,0.3485,0.31,0.1045,150,hour
2011-03-08,1,0,3,0,2,1,Clear / Partly Cloudy,0.32,0.3333,0.39,0.0896,76,hour
2011-03-08,1,0,3,0,2,1,Clear / Partly Cloudy,0.3,0.2879,0.49,0.194,75,hour
2011-03-08,1,0,3,0,2,1,Clear / Partly Cloudy,0.3,0.2879,0.49,0.2239,55,hour
2011-03-08,1,0,3,0,2,1,Clear / Partly Cloudy,0.28,0.2727,0.61,0.194,41,hour
2011-03-09,1,0,3,0,3,1,Clear / Partly Cloudy,0.26,0.2879,0.65,0.0896,9,hour
2011-03-09,1,0,3,0,3,1,Clear / Partly Cloudy,0.26,0.2727,0.52,0.1343,4,hour
2011-03-09,1,0,3,0,3,1,Clear / Partly Cloudy,0.26,0.2727,0.52,0.1343,2,hour
2011-03-09,1,0,3,0,3,1,Clear / Partly Cloudy,0.24,0.2576,0.7,0.0896,3,hour
2011-03-09,1,0,3,0,3,1,Clear / Partly Cloudy,0.24,0.2576,0.75,0.1045,2,hour
2011-03-09,1,0,3,0,3,1,Mist / Cloudy,0.24,0.2424,0.81,0.1343,8,hour
2011-03-09,1,0,3,0,3,1,Mist / Cloudy,0.24,0.2576,0.85,0.1045,49,hour
2011-03-09,1,0,3,0,3,1,Mist / Cloudy,0.24,0.2424,0.87,0.1642,141,hour
2011-03-09,1,0,3,0,3,1,Mist / Cloudy,0.24,0.2424,0.87,0.1343,249,hour
